zip,username,url,age,profile_image,match,enemy
04101,lyden64,www.okcupid.com/profile/lyden64,25,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/1500x1500/2/10766077022068378160.jpeg?v=1,91,16
04101,julietRenee,www.okcupid.com/profile/julietRenee,23,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/852x852/2/16508732237838854807.jpeg?v=1,91,15
04101,lingophilia,www.okcupid.com/profile/lingophilia,30,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/144x25/576x457/2/3914636186568787136.jpeg?v=1,91,18
04101,ksnyder1086,www.okcupid.com/profile/ksnyder1086,27,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/29x0/406x377/2/1897451564232674426.jpeg?v=1,90,4
04101,AMDube,www.okcupid.com/profile/AMDube,24,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/0x0/2/7596310366987059537.jpeg?v=1,90,12
04101,swerques,www.okcupid.com/profile/swerques,25,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/22x49/367x394/2/11357775820742810584.jpeg?v=1,90,21
04101,LovleyLauren,www.okcupid.com/profile/LovleyLauren,24,https://k1.okccdn.com/php/load_okc_image.php/images/400x400/400x400/46x0/694x648/2/11787213435366021224.jpeg?v=1,90,5
04101,MaddyUV,www.okcupid.com/profile/MaddyUV,25,https://k1.okccdn.com/php/load_okc_image.php/images/400x400/400x400/32x32/608x608/2/18372589004792977975.jpeg?v=1,90,12
04101,Violett-Femme,www.okcupid.com/profile/Violett-Femme,24,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/157x156/785x784/2/11110240134568348373.jpeg?v=1,90,20

28801,-Elastic_Heart-,www.okcupid.com/profile/-Elastic_Heart-,26,https://k0.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/720x719/2/13243569971002380922.jpeg?v=1,94,19
28801,claberella,www.okcupid.com/profile/claberella,23,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/25x33/417x425/2/14488928674901233567.jpeg?v=1,93,16
28801,naeillul,www.okcupid.com/profile/naeillul,26,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/107x0/533x426/2/11966442676785450407.jpeg?v=1,92,22
28801,skurs,www.okcupid.com/profile/skurs,27,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/94x36/702x644/2/11773719598684269187.jpeg?v=1,92,15
28801,eatyourdog,www.okcupid.com/profile/eatyourdog,26,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x59/960x1020/2/2443810321647773504.jpeg?v=1,92,16
28801,danibobanni,www.okcupid.com/profile/danibobanni,23,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/30x48/611x629/2/9438809230844387926.jpeg?v=1,92,7
28801,forsythiajay,www.okcupid.com/profile/forsythiajay,29,https://k3.okccdn.com/php/load_okc_image.php/images/400x400/400x400/122x0/1159x1037/2/2887553216973839340.jpeg?v=1,92,7
28801,soybomber,www.okcupid.com/profile/soybomber,26,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/0x0/552x552/2/14424943006496134198.jpeg?v=1,92,19
28801,itsjustmeemily,www.okcupid.com/profile/itsjustmeemily,26,https://k2.okccdn.com/php/load_okc_image.php/images/400x400/400x400/94x29/477x412/2/440243839941688538.jpeg?v=1,91,16
